,,2016 a 2018,,2019 a 2023,,,
PND2T403N0,V1028069,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T404N0,V1028070,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T405N0,V1028071,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T406N0,V1028072,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T407N0,V1028073,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T408N0,V1028074,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T409N0,V1028075,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T410N0,V1028076,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T411N0,V1028077,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T412N0,V1028078,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T413N0,V1028079,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T414N0,V1028080,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T415N0,V1028081,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T416N0,V1028082,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T417N0,V1028083,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T418N0,V1028084,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T419N0,V1028085,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T420N0,V1028086,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T421N0,V1028087,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T422N0,V1028088,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T423N0,V1028089,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T424N0,V1028090,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T425N0,V1028091,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T426N0,V1028092,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T427N0,V1028093,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T428N0,V1028094,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T429N0,V1028095,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T430N0,V1028096,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T431N0,V1028097,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T432N0,V1028098,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T433N0,V1028099,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T434N0,V1028100,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T435N0,V1028101,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T436N0,V1028102,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T437N0,V1028103,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T438N0,V1028104,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T439N0,V1028105,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T440N0,V1028106,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T441N0,V1028107,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T442N0,V1028108,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T443N0,V1028109,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T444N0,V1028110,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T445N0,V1028111,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T446N0,V1028112,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T447N0,V1028113,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T448N0,V1028114,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T449N0,V1028115,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T450N0,V1028116,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T451N0,V1028117,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T452N0,V1028118,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T453N0,V1028119,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T454N0,V1028120,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
PND2T455N0,V1028121,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,6 dígitos e 8 casas decimais,Peso trimestral com correção de não entrevista com calibração pela projeção de população,VERDADEIRO,VERDADEIRO
